,,,pop_served,weighted_value,avg_contamination
Gunnison,Uranium,2006,138,190.7,1.3818840579710143
Gunnison,Uranium,2007,1857,2997.7,1.6142703284868065
Gunnison,Uranium,2008,45,22.5,0.5
Gunnison,Uranium,2009,45,22.5,0.5
Gunnison,Uranium,2011,1379,692.0,0.5018129079042785
Gunnison,Uranium,2012,1633,692.0,0.4237599510104103
Gunnison,Uranium,2013,8468,18846.1,2.2255668398677373
Gunnison,Uranium,2014,1185,363.45,0.30670886075949366
Gunnison,Uranium,2015,700,700.0,1.0
Guthrie,Arsenic,1999,1187,5935.0,5.0
Guthrie,Arsenic,2000,1187,593.5,0.5
Guthrie,Arsenic,2001,1658,1422.5,0.8579613992762364
Guthrie,Arsenic,2002,6661,15775.82,2.3683861282089778
Guthrie,Arsenic,2003,2535,9681.22,3.8190216962524652
Guthrie,Arsenic,2004,2589,3344.0,1.2916183854770182
Guthrie,Arsenic,2005,2756,3158.5,1.146044992743106
Guthrie,Arsenic,2006,574,1743.0,3.0365853658536586
Guthrie,Arsenic,2009,224,5880.0,26.25
Guthrie,Arsenic,2011,2200,1100.0,0.5
Guthrie,Arsenic,2012,527,1759.0,3.3377609108159394
Guthrie,Arsenic,2013,1407,2080.5,1.4786780383795308
Guthrie,Arsenic,2014,2821,1410.5,0.5
Guthrie,Arsenic,2016,224,1209.6000000000001,5.4
Guthrie,DEHP,1999,365,109.5,0.3
Guthrie,DEHP,2000,2781,4415.3,1.5876663070837829
Guthrie,DEHP,2002,350,875.0,2.5
Guthrie,DEHP,2003,5767,2043.8999999999999,0.3544130397086873
Guthrie,DEHP,2006,2431,928.8999999999999,0.3821061291649526
Guthrie,DEHP,2009,5417,1938.8999999999999,0.35792874284659404
Guthrie,DEHP,2012,2431,928.8999999999999,0.3821061291649526
Guthrie,DEHP,2015,4619,1700.1,0.3680666810998051
Guthrie,Nitrates,1999,7376,19475990.0,2640.454175704989
Guthrie,Nitrates,2000,7376,16872680.0,2287.510845986985
Guthrie,Nitrates,2001,7011,16949570.0,2417.56810726002
Guthrie,Nitrates,2002,6661,15838760.0,2377.835159885903
Guthrie,Nitrates,2003,7011,14760590.0,2105.3473113678506
Guthrie,Nitrates,2004,7011,14415000.0,2056.0547710740266
Guthrie,Nitrates,2005,7011,13109810.0,1869.891598915989
Guthrie,Nitrates,2006,7011,11118520.0,1585.867921837113
Guthrie,Nitrates,2007,6661,16480650.0,2474.200570484912
Guthrie,Nitrates,2008,6661,17216890.0,2584.7305209428014
Guthrie,Nitrates,2009,6661,16538570.0,2482.895961567332
Guthrie,Nitrates,2010,6661,19254460.0,2890.626032127308
Guthrie,Nitrates,2011,6661,16044180.0,2408.6743732172345
Guthrie,Nitrates,2012,6661,10337870.0,1551.9996997447831
Guthrie,Nitrates,2013,7191,15217870.0,2116.2383534974274
Guthrie,Nitrates,2014,5840,14557300.0,2492.6883561643835
Guthrie,Nitrates,2015,5863,15970050.0,2723.8700324066176
Guthrie,Nitrates,2016,5863,15376640.0,2622.6573426573427
Guthrie,Uranium,2001,2200,11154.0,5.07
Guthrie,Uranium,2004,471,103.62,0.22
Guthrie,Uranium,2005,471,211.95000000000002,0.45
Guthrie,Uranium,2007,2200,59400.0,27.0
Guthrie,Uranium,2008,471,235.5,0.5
Guthrie,Uranium,2011,2200,10670.0,4.85
Halifax,Arsenic,2010,27324,68310.0,2.5
Halifax,Arsenic,2011,27001,67502.5,2.5
Halifax,Arsenic,2012,27001,67502.5,2.5
Halifax,Arsenic,2013,26892,67230.0,2.5
Halifax,Arsenic,2014,26242,65605.0,2.5
Halifax,DEHP,2010,3020,1993.2,0.66
Halifax,DEHP,2011,25402,16765.320000000003,0.6600000000000001
Halifax,DEHP,2012,25793,17023.38,0.66
Halifax,DEHP,2013,3306,2181.96,0.66
Halifax,DEHP,2014,24356,16074.960000000001,0.66
Halifax,Nitrates,2010,27324,9686400.0,354.5015371102328
Halifax,Nitrates,2011,27771,13885500.0,500.0
Halifax,Nitrates,2012,30547,15273500.0,500.0
Halifax,Nitrates,2013,26892,13446000.0,500.0
Halifax,Nitrates,2014,27012,13506000.0,500.0
Halifax,Uranium,2010,770,385.0,0.5
Halifax,Uranium,2011,770,385.0,0.5
Halifax,Uranium,2012,24632,12316.0,0.5
Hamilton,Arsenic,1999,14335,20476.0,1.4283920474363445
Hamilton,Arsenic,2000,3525,3581.5800000000004,1.0160510638297873
Hamilton,Arsenic,2001,1746,9333.0,5.345360824742268
Hamilton,Arsenic,2002,18552,50597.38,2.7273275118585594
Hamilton,Arsenic,2003,7145,44317.729999999996,6.202621413575927
Hamilton,Arsenic,2004,7550,30725.9,4.069655629139073
Hamilton,Arsenic,2005,11118,27116.07,2.4389341608202915
Hamilton,Arsenic,2006,4657,18423.0,3.955980244792785
Hamilton,Arsenic,2007,5795,18022.5,3.110008628127696
Hamilton,Arsenic,2008,16644,17923.0,1.076844508531603
Hamilton,Arsenic,2009,4657,8131.85,1.746156323813614
Hamilton,Arsenic,2010,5795,11309.1,1.9515271786022435
Hamilton,Arsenic,2011,19054,14511.5,0.7615986144641546
Hamilton,Arsenic,2012,10223,18201.1,1.7804069255600117
Hamilton,Arsenic,2013,14228,18051.2,1.2687095867303908
Hamilton,Arsenic,2014,10910,16956.0,1.5541704857928507
Hamilton,Arsenic,2015,5202,15928.0,3.061899269511726
Hamilton,Arsenic,2016,4799,12223.1,2.5470097937070224
Hamilton,DEHP,1999,14335,5550.5,0.3871991628880363
Hamilton,DEHP,2000,9536,21028.4,2.2051593959731544
Hamilton,DEHP,2001,1797,4492.5,2.5
Hamilton,DEHP,2002,7228,12793.4,1.769977863862756
Hamilton,DEHP,2003,4367,3601.3,0.8246622395237005
Hamilton,DEHP,2005,16386,10575.3,0.6453863053826436
Hamilton,DEHP,2006,11828,3706.35,0.31335390598579643
Hamilton,DEHP,2007,2368,710.4,0.3
Hamilton,DEHP,2008,7228,2168.4,0.3
Hamilton,DEHP,2009,3567,1613.3,0.4522848331931595
Hamilton,DEHP,2010,800,240.0,0.3
Hamilton,DEHP,2011,17986,5395.799999999999,0.29999999999999993
Hamilton,DEHP,2012,19697,5909.1,0.30000000000000004
Hamilton,DEHP,2013,7618,2285.4,0.3
Hamilton,DEHP,2014,17034,5110.2,0.3
Hamilton,DEHP,2015,2786,835.8,0.3
Hamilton,DEHP,2016,800,240.0,0.3
Hamilton,Nitrates,1999,21749,8431720.0,387.6831118672123
Hamilton,Nitrates,2000,21749,10239700.0,470.81245114717916
Hamilton,Nitrates,2001,20973,11545320.0,550.4849091689315
Hamilton,Nitrates,2002,24787,11921210.0,480.9460604349054
Hamilton,Nitrates,2003,24877,9169960.0,368.6119708968123
Hamilton,Nitrates,2004,24787,8830440.000000002,356.2528744906605
Hamilton,Nitrates,2005,24877,9108130.0,366.1265425895405
Hamilton,Nitrates,2006,24648,7427019.999999999,301.3234339500162
Hamilton,Nitrates,2007,23872,9028850.0,378.21925268096516
Hamilton,Nitrates,2008,23792,8341900.0,350.61785474108945
Hamilton,Nitrates,2009,24546,10386400.0,423.1402265134849
Hamilton,Nitrates,2010,26248,11908750.0,453.70123437976224
Hamilton,Nitrates,2011,26168,14590920.0,557.586365025986
Hamilton,Nitrates,2012,26291,14699490.0,559.1072990757293
Hamilton,Nitrates,2013,26291,13308700.0,506.20744741546537
Hamilton,Nitrates,2014,24357,10744250.0,441.1154904134335
Hamilton,Nitrates,2015,24342,15616860.0,641.5602662065565
Hamilton,Nitrates,2016,24170,12793240.0,529.3024410426148
Hamilton,Uranium,2001,1847,5355.0,2.899296155928533
Hamilton,Uranium,2002,93,306.9,3.3
Hamilton,Uranium,2004,1847,10008.4,5.418733080671359
Hamilton,Uranium,2007,93,195.3,2.1
Hamilton,Uranium,2009,8085,6063.75,0.75
Hamilton,Uranium,2013,8085,11319.0,1.4
Hampden,Arsenic,1999,6141,12209.2,1.9881452532160886
Hampden,Arsenic,2000,5982,38610.0,6.454363089267804
Hampden,Arsenic,2001,56210,213945.3,3.806178615904643
Hampden,Arsenic,2002,381987,1745673.05,4.569980261108363
Hampden,Arsenic,2003,372092,1762568.5,4.736915870268644
Hampden,Arsenic,2004,374192,1385873.3,3.703642247829991
Hampden,Arsenic,2005,382533,205130.8,0.5362434090653616
Hampden,Arsenic,2006,347134,180657.2,0.5204249655752534
Hampden,Arsenic,2007,327872,212210.0,0.6472342865508491
Hampden,Arsenic,2008,352247,685673.0,1.946568742955937
Hampden,Arsenic,2009,335737,682688.05,2.0334012932742
Hampden,Arsenic,2010,326272,539914.15,1.6547976841408396
Hampden,Arsenic,2011,366916,625064.6499999999,1.7035633496495108
Hampden,Arsenic,2012,46789,1403.67,0.030000000000000002
Hampden,Arsenic,2013,5639,2412.96,0.42790565703138855
Hampden,Arsenic,2014,322193,496110.51,1.5397929501882412
Hampden,Arsenic,2015,276105,119992.5,0.43459010159178574
Hampden,DEHP,1999,48272,16351.6,0.33873881339078554
Hampden,DEHP,2000,4700,1410.0,0.3
Hampden,DEHP,2001,52596,16882.7,0.32098828808274393
Hampden,DEHP,2002,4675,1402.5,0.3
Hampden,DEHP,2003,385528,179934.63,0.4667225986179992
Hampden,DEHP,2004,343348,134501.0,0.3917337511795613
Hampden,DEHP,2005,40000,10000.0,0.25
Hampden,DEHP,2006,382512,338662.46,0.8853642761534279
Hampden,DEHP,2007,286272,292330.14,1.0211621814218645
Hampden,DEHP,2008,28966,18827.899999999998,0.6499999999999999
Hampden,DEHP,2009,331895,216269.30000000002,0.6516196387411682
Hampden,DEHP,2010,289372,162593.88,0.5618853240811136
Hampden,DEHP,2012,366783,196243.61,0.5350400918254117
Hampden,DEHP,2015,287158,82676.53,0.28791303045710026
Hampden,Nitrates,1999,344869,143746930.0,416.81603739390897
Hampden,Nitrates,2000,43897,57844520.0,1317.7328746839191
Hampden,Nitrates,2001,382587,97472890.0,254.77313656763036
Hampden,Nitrates,2002,385687,134974740.0,349.95926748892236
Hampden,Nitrates,2003,385687,124233060.0,322.10849730480936
Hampden,Nitrates,2004,381012,117331230.0,307.94628515637305
Hampden,Nitrates,2005,382533,152708110.0,399.2024478933844
Hampden,Nitrates,2006,385695,177353230.0,459.827661753458
Hampden,Nitrates,2007,344468,139043440.0,403.6468989862629
Hampden,Nitrates,2008,350515,63941740.0,182.42226438240874
Hampden,Nitrates,2009,382454,121037240.0,316.4752885314312
Hampden,Nitrates,2010,377881,121438270.0,321.3664354651332
Hampden,Nitrates,2011,366916,191724380.0,522.529352767391
Hampden,Nitrates,2012,120221,169402350.0,1409.0911737550011
Hampden,Nitrates,2013,119732,166212570.0,1388.2050746667558
Hampden,Nitrates,2014,368352,215791230.0,585.8288539223352
Hampden,Nitrates,2015,368487,210992170.0,572.5905391506349
Hampden,Uranium,2008,27537,13768.5,0.5
Hampden,Uranium,2009,92,41.4,0.45
Hampshire,Arsenic,1999,3300,8250.0,2.5
Hampshire,Arsenic,2000,38813,106912.5,2.7545538865843917
Hampshire,Arsenic,2001,51003,218100.5,4.276228849283376
Hampshire,Arsenic,2002,93317,420693.0,4.508213937439052
Hampshire,Arsenic,2003,60928,316150.0,5.18891150210084
Hampshire,Arsenic,2004,24570,101200.0,4.118844118844119
Hampshire,Arsenic,2005,101069,152373.02,1.5076138083883286
Hampshire,Arsenic,2006,70794,100516.8,1.4198491397576065
Hampshire,Arsenic,2007,68194,104160.0,1.5274071032642167
Hampshire,Arsenic,2008,40803,64887.74,1.5902688527804327
Hampshire,Arsenic,2009,46641,96435.92,2.0676211916554106
Hampshire,Arsenic,2010,43114,108738.0,2.522104188894559
Hampshire,Arsenic,2011,111385,128743.80999999998,1.1558451317502356
Hampshire,Arsenic,2012,89578,173164.46999999997,1.933113822590368
Hampshire,Arsenic,2013,87048,98980.24,1.1370765554636524
Hampshire,Arsenic,2014,109372,143316.0,1.3103536554145485
Hampshire,Arsenic,2015,60376,95673.15,1.5846222008745197
Hampshire,Arsenic,2016,3872,0.0,0.0
Hampshire,DEHP,2000,6600,1980.0,0.3
Hampshire,DEHP,2001,51814,51019.2,0.984660516462732
Hampshire,DEHP,2002,16398,4553.990000000001,0.2777161849005977
Hampshire,DEHP,2003,93953,43280.26,0.4606586271859334
Hampshire,DEHP,2004,39393,49200.05,1.248954128906151
Hampshire,DEHP,2005,21090,16773.25,0.7953176861071598
Hampshire,DEHP,2006,53643,46583.100000000006,0.8683910295844752
Hampshire,DEHP,2007,17942,10396.1,0.579428157396054
Hampshire,DEHP,2008,22314,25060.14,1.1230680290400645
Hampshire,DEHP,2009,58788,33412.9,0.568362591004967
Hampshire,DEHP,2010,6221,3130.38,0.5031956277125864
Hampshire,DEHP,2011,3170,0.0,0.0
Hampshire,DEHP,2012,114762,64857.47,0.5651476098360084
Hampshire,DEHP,2013,3820,0.0,0.0
Hampshire,DEHP,2015,47256,16074.84,0.3401650584052819
Hampshire,DEHP,2016,2700,0.0,0.0
Hampshire,Nitrates,1999,46440,82391620.0,1774.1520241171404
Hampshire,Nitrates,2000,29739,36498540.0,1227.2954705941693
Hampshire,Nitrates,2001,91093,188148740.0,2065.4577190343934
Hampshire,Nitrates,2002,101769,128517110.0,1262.831608839627
Hampshire,Nitrates,2003,101594,117274620.0,1154.3459259405083
Hampshire,Nitrates,2004,101742,131399350.0,1291.495645849305
Hampshire,Nitrates,2005,100672,109503840.0,1087.7288620470438
Hampshire,Nitrates,2006,99249,108612110.0,1094.3395903233281
Hampshire,Nitrates,2007,100569,104476650.0,1038.8554127017271
Hampshire,Nitrates,2008,71967,129960050.0,1805.8283657787597
Hampshire,Nitrates,2009,80275,86639880.0,1079.2884459669885
Hampshire,Nitrates,2010,94919,95687070.0,1008.0918467324772
Hampshire,Nitrates,2011,112397,156510070.0,1392.475510912213
Hampshire,Nitrates,2012,102222,146003280.0,1428.2960615131772
Hampshire,Nitrates,2013,116818,100222410.0,857.9363625468678
Hampshire,Nitrates,2014,117706,111020920.0,943.2052741576471
Hampshire,Nitrates,2015,119548,118834130.0,994.0285910261987
Hampshire,Nitrates,2016,3872,816500.0,210.8729338842975
Hampshire,Uranium,2002,625,6935.25,11.0964
Hampshire,Uranium,2004,25,63.24999999999999,2.53
Hampshire,Uranium,2005,27,6.75,0.25
Hampshire,Uranium,2007,29,123.25,4.25
Hampshire,Uranium,2008,600,8400.0,14.0
Hampshire,Uranium,2009,3527,1763.5,0.5
Hampshire,Uranium,2014,25,477.50000000000006,19.1
Hampton,Arsenic,2005,7026,17565.0,2.5
Hampton,Arsenic,2006,3597,8992.5,2.5
Hampton,Arsenic,2007,2887,7217.5,2.5
Hampton,Arsenic,2008,2922,7305.0,2.5
Hampton,Arsenic,2009,616,1540.0,2.5
Hampton,Arsenic,2010,8306,20765.0,2.5
Hampton,Arsenic,2011,2440,6100.0,2.5
Hampton,Arsenic,2012,561,1402.5,2.5
Hampton,Arsenic,2013,8803,22007.5,2.5
Hampton,Arsenic,2014,2440,6100.0,2.5
Hampton,Arsenic,2015,421,1052.5,2.5
Hampton,Arsenic,2016,6635,16587.5,2.5
Hampton,Nitrates,2005,10782,107820.0,10.0
Hampton,Nitrates,2006,10701,133650.0,12.489486963835155
Hampton,Nitrates,2007,10724,107240.0,10.0
Hampton,Nitrates,2008,11089,110890.0,10.0
Hampton,Nitrates,2009,10801,108010.0,10.0
Hampton,Nitrates,2010,11360,113600.0,10.0
Hampton,Nitrates,2011,12391,123910.0,10.0
Hampton,Nitrates,2012,11804,118040.0,10.0
Hampton,Nitrates,2013,11674,116740.0,10.0
Hampton,Nitrates,2014,10493,104930.0,10.0
Hampton,Nitrates,2015,10493,104930.0,10.0
Hampton,Nitrates,2016,10833,108330.0,10.0
Hampton,Uranium,2009,260,130.0,0.5
Hampton,Uranium,2012,11243,5621.5,0.5
Hancock,Arsenic,1999,24326,55473.21,2.2804082052125296
Hancock,Arsenic,2000,23007,31598.35,1.3734233059503629
Hancock,Arsenic,2001,23327,19037.3,0.8161058001457538
Hancock,Arsenic,2002,35317,47738.68000000001,1.3517195684797692
Hancock,Arsenic,2003,33792,39315.39,1.1634525923295453
Hancock,Arsenic,2004,24156,23432.43,0.9700459513164431
Hancock,Arsenic,2005,28295,40494.83,1.4311655769570597
Hancock,Arsenic,2006,28255,32868.36,1.1632758803751548
Hancock,Arsenic,2007,33790,23882.960000000003,0.7068055637762652
Hancock,Arsenic,2008,27190,25547.050000000003,0.939575211474807
Hancock,Arsenic,2009,26517,33719.86,1.271631783384244
Hancock,Arsenic,2010,28363,25147.079999999998,0.88661566124881
Hancock,Arsenic,2011,32385,32034.22,0.9891684421800216
Hancock,Arsenic,2012,29739,33280.31,1.1190796597061097
Hancock,Arsenic,2013,31993,24627.910000000003,0.7697905791891978
Hancock,Arsenic,2014,31941,23608.210000000006,0.7391193137346985
Hancock,Arsenic,2015,24954,19829.969999999998,0.7946609761962009
Hancock,Arsenic,2016,27329,12575.83,0.46016429433934647
Hancock,DEHP,1999,5861,2511.7000000000003,0.42854461695956325
Hancock,DEHP,2000,3372,8030.45,2.3815094899169633
Hancock,DEHP,2001,3627,1608.5,0.4434794596084919
Hancock,DEHP,2002,12618,2389.7000000000003,0.18938817562212715
Hancock,DEHP,2003,14184,7844.199999999999,0.5530315848843766
Hancock,DEHP,2004,3647,1347.0,0.3693446668494653
Hancock,DEHP,2005,5684,1680.2,0.2956016889514427
Hancock,DEHP,2006,14782,2214.6000000000004,0.14981734542010555
Hancock,DEHP,2007,8921,2265.66,0.25396928595448937
Hancock,DEHP,2008,8332,5362.120000000001,0.6435573691790687
Hancock,DEHP,2009,8045,1907.2,0.23706650093225606
Hancock,DEHP,2010,10107,4236.8,0.4191946175917681
Hancock,DEHP,2011,6676,5710.02,0.8553055721989216
Hancock,DEHP,2012,8259,3752.8,0.45438915122896234
Hancock,DEHP,2013,12712,4192.6,0.3298143486469478
Hancock,DEHP,2014,5690,4585.34,0.805859402460457
Hancock,DEHP,2015,8549,3785.3,0.44277693297461695
Hancock,DEHP,2016,11574,4769.9,0.4121219975807845
Hancock,Nitrates,1999,32744,16279080.0,497.16222819447836
Hancock,Nitrates,2000,32709,11429140.0,349.41881439359196
Hancock,Nitrates,2001,29552,11875860.0,401.86315646995126
Hancock,Nitrates,2002,40479,25566220.0,631.5921836013736
Hancock,Nitrates,2003,40579,25939619.999999996,639.2375366568914
Hancock,Nitrates,2004,36760,16890820.0,459.4891186071817
Hancock,Nitrates,2005,40529,32291740.0,796.7563966542476
Hancock,Nitrates,2006,39023,27188490.0,696.729877251877
Hancock,Nitrates,2007,40672,25603890.0,629.5212922895358
Hancock,Nitrates,2008,36047,31076800.0,862.1189003245762
Hancock,Nitrates,2009,40672,35261730.0,866.9780192761605
Hancock,Nitrates,2010,40434,34878220.0,862.5963298214374
Hancock,Nitrates,2011,42405,36113570.0,851.6347128876312
Hancock,Nitrates,2012,40629,50034380.0,1231.4942528735633
Hancock,Nitrates,2013,40767,40432550.0,991.7960605391615
Hancock,Nitrates,2014,41262,37169900.0,900.8264262517571
Hancock,Nitrates,2015,41885,37811170.0,902.7377342724126
Hancock,Nitrates,2016,40546,23263480.0,573.755240960884
Hancock,Uranium,2007,3217,1286.8000000000002,0.4000000000000001
Hancock,Uranium,2008,1846,4116.58,2.23
Hancock,Uranium,2010,3217,418.21000000000004,0.13
Hardee,Arsenic,1999,4377,10942.5,2.5
Hardee,Arsenic,2000,6854,17135.0,2.5
Hardee,Arsenic,2002,4377,10942.5,2.5
Hardee,Arsenic,2003,6854,16614.8,2.424102713743799
Hardee,Arsenic,2005,4377,10942.5,2.5
Hardee,Arsenic,2006,5214,5265.0,1.0097813578826238
Hardee,Arsenic,2007,1640,1640.0,1.0
Hardee,Arsenic,2008,4377,2188.5,0.5
Hardee,Arsenic,2009,5214,5271.8,1.0110855389336402
Hardee,Arsenic,2010,1200,804.0,0.67
Hardee,Arsenic,2011,4377,2057.19,0.47000000000000003
Hardee,Arsenic,2012,7798,6159.0,0.7898179020261605
Hardee,Arsenic,2013,2415,1135.05,0.47
Hardee,Arsenic,2014,5000,5000.0,1.0
Hardee,Arsenic,2015,10213,14268.33,1.397075296191129
Hardee,DEHP,2000,606,351.0,0.5792079207920792
Hardee,DEHP,2002,4377,656.55,0.15
Hardee,DEHP,2003,6854,3427.0,0.5
Hardee,DEHP,2005,4377,2188.5,0.5
Hardee,DEHP,2006,2415,1207.5,0.5
Hardee,DEHP,2007,1640,820.0,0.5
Hardee,DEHP,2009,4954,2477.0,0.5
Hardee,DEHP,2011,4377,4377.0,1.0
Hardee,DEHP,2012,10213,3498.6000000000004,0.3425633995887595
Hardee,DEHP,2013,2415,724.5,0.3
Hardee,DEHP,2014,9215,2619.6,0.2842756375474769
Hardee,DEHP,2015,7863,2358.9,0.3
Hardee,Nitrates,1999,11231,495750.0,44.14121627637788
Hardee,Nitrates,2000,11231,495480.0,44.11717567447244
Hardee,Nitrates,2001,11231,527190.0,46.94061080936693
Hardee,Nitrates,2002,11231,400700.0,35.67803401299973
Hardee,Nitrates,2003,12431,439550.0,35.35918268844019
Hardee,Nitrates,2004,11231,484070.0,43.101237645801795
Hardee,Nitrates,2005,11231,294340.0,26.207817647582583
Hardee,Nitrates,2006,11231,448600.0,39.94301486955747
Hardee,Nitrates,2007,11231,466830.0,41.56620069450628
Hardee,Nitrates,2008,11231,1020280.0,90.84498263734307
Hardee,Nitrates,2009,11231,2187130.0000000005,194.7404505386876
Hardee,Nitrates,2010,12431,4492670.0,361.4085753358539
Hardee,Nitrates,2011,9131,9074380.0,993.7991457671668
Hardee,Nitrates,2012,15213,5381190.0,353.7231315322422
Hardee,Nitrates,2013,15213,2664930.0,175.17452179057386
Hardee,Nitrates,2014,15213,633820.0,41.663051337671725
Hardee,Nitrates,2015,15114,462340.0,30.590181288871246
Hardee,Nitrates,2016,15213,918430.0,60.37139288766187
Hardee,Uranium,2003,306,1413.72,4.62
Hardee,Uranium,2007,940,787.08,0.8373191489361702
Hardee,Uranium,2008,6583,7030.39,1.067961415767887
Hardee,Uranium,2009,6820,4504.44,0.660475073313783
Hardee,Uranium,2010,2100,63.0,0.03
Hardee,Uranium,2012,7589,340.90999999999997,0.04492159704835946
Hardee,Uranium,2013,2415,748.65,0.31
Hardee,Uranium,2014,1800,342.0,0.19
Hardee,Uranium,2015,1900,399.0,0.21
Hardin,Arsenic,1999,123243,105808.0,0.8585315190315068
Hardin,Arsenic,2000,121509,142709.0,1.1744726728061297
Hardin,Arsenic,2001,122031,147907.5,1.21204857782039
Hardin,Arsenic,2002,133375,196751.63,1.4751762324273665
Hardin,Arsenic,2003,125725,162866.31,1.2954170610459335
Hardin,Arsenic,2004,129973,88338.5,0.6796680849099428
Hardin,Arsenic,2005,123420,61887.770000000004,0.5014403662291363
Hardin,Arsenic,2006,121598,41170.520000000004,0.33857892399546047
Hardin,Arsenic,2007,128958,87038.25,0.6749348625133764
Hardin,Arsenic,2008,124088,71795.3,0.5785837470182451
Hardin,Arsenic,2009,123691,53405.6,0.431766256235296
Hardin,Arsenic,2010,123720,74790.35,0.6045130132557388
Hardin,Arsenic,2011,126452,88993.5,0.7037729731439598
Hardin,Arsenic,2012,125629,129728.5,1.03263179679851
Hardin,Arsenic,2013,129181,68016.95,0.526524411484661
Hardin,Arsenic,2014,128386,62146.25,0.4840578411976384
Hardin,Arsenic,2015,127050,49787.5,0.3918732782369146
Hardin,Arsenic,2016,127835,50149.0,0.3922947549575625
Hardin,DEHP,1999,89600,29347.4,0.3275379464285714
Hardin,DEHP,2000,83428,27314.8,0.32740566716210384
Hardin,DEHP,2001,80446,24133.8,0.3
Hardin,DEHP,2002,122846,52599.119999999995,0.4281712062256809
Hardin,DEHP,2003,759,359.7,0.47391304347826085
Hardin,DEHP,2004,397,198.5,0.5
Hardin,DEHP,2005,131855,34684.3,0.2630488036100262
Hardin,DEHP,2006,43793,20031.5,0.4574132852282328
Hardin,DEHP,2007,78675,14057.5,0.17867810613282492
Hardin,DEHP,2008,93855,36635.32,0.390339566352352
Hardin,DEHP,2009,43879,13332.7,0.3038515007178833
Hardin,DEHP,2010,73497,20540.25,0.2794705906363525
Hardin,DEHP,2011,133252,62393.56,0.46823732476810853
Hardin,DEHP,2012,1945,666.36,0.34260154241645246
Hardin,DEHP,2013,42400,27984.0,0.66
Hardin,DEHP,2014,130341,68611.45999999999,0.5263996746994422
Hardin,DEHP,2015,25085,16021.5,0.6386884592385887
Hardin,DEHP,2016,23600,15576.0,0.66
Hardin,Nitrates,1999,135741,238955440.0,1760.3777782689092
Hardin,Nitrates,2000,135741,221021869.99999997,1628.261689541111
Hardin,Nitrates,2001,135741,285386340.0,2102.432868477468
Hardin,Nitrates,2002,135741,269217140.0,1983.3148422363176
Hardin,Nitrates,2003,135741,219014320.0,1613.4721270655145
Hardin,Nitrates,2004,135513,238958749.99999997,1763.364031495133
Hardin,Nitrates,2005,135741,262329479.99999997,1932.5736512917981
Hardin,Nitrates,2006,135616,279794410.0,2063.1371667059934
Hardin,Nitrates,2007,135616,201364680.0,1484.8150660689005
Hardin,Nitrates,2008,135616,178909630.0,1319.2368894525719
Hardin,Nitrates,2009,135616,241361220.0,1779.7400011798018
Hardin,Nitrates,2010,135616,173571780.0,1279.8768581878244
Hardin,Nitrates,2011,135616,272559760.0,2009.7905851816895
Hardin,Nitrates,2012,135616,311460960.0,2296.638744690892
Hardin,Nitrates,2013,135616,225632560.0,1663.7606182161396
Hardin,Nitrates,2014,141117,284439320.0,2015.6275997930795
Hardin,Nitrates,2015,141161,191753970.0,1358.4061461735182
Hardin,Nitrates,2016,141161,186910420.0,1324.0939069573042
Hardin,Uranium,2003,1589,5926.97,3.73
Hardin,Uranium,2009,49409,5434.99,0.11
Hardin,Uranium,2010,1337,681.87,0.51
Hardin,Uranium,2014,27033,13516.5,0.5
Hardin,Uranium,2016,76326,19081.5,0.25
Harding,Arsenic,2000,362,2041.6799999999998,5.64
Harding,Arsenic,2001,125,621.25,4.97
Harding,Arsenic,2002,125,312.5,2.5
Harding,Arsenic,2003,362,1846.1999999999998,5.1
Harding,Arsenic,2006,362,1810.0,5.0
Harding,Arsenic,2007,125,375.0,3.0
Harding,Arsenic,2010,425,1810.0,4.258823529411765
Harding,Arsenic,2013,425,2000.0,4.705882352941177
Harding,Arsenic,2015,300,1500.0,5.0
Harding,Arsenic,2016,125,375.0,3.0
Harding,DEHP,2001,125,125.0,1.0
Harding,DEHP,2002,125,125.0,1.0
Harding,DEHP,2003,487,43.83,0.09
Harding,DEHP,2004,362,709.52,1.96
Harding,DEHP,2006,487,146.1,0.3
Harding,DEHP,2010,425,49.5,0.11647058823529412
Harding,DEHP,2013,425,8.5,0.02
Harding,Nitrates,1999,487,761000.0,1562.6283367556468
Harding,Nitrates,2001,487,590080.0,1211.6632443531828
Harding,Nitrates,2003,487,621830.0,1276.858316221766
Harding,Nitrates,2004,487,773370.0,1588.028747433265
Harding,Nitrates,2005,487,849000.0,1743.3264887063656
Harding,Nitrates,2006,487,849000.0,1743.3264887063656
Harding,Nitrates,2007,487,732900.0,1504.9281314168377
Harding,Nitrates,2008,487,933900.0000000001,1917.6591375770022
Harding,Nitrates,2009,487,933900.0000000001,1917.6591375770022
Harding,Nitrates,2010,425,785000.0,1847.0588235294117
Harding,Nitrates,2011,425,785000.0,1847.0588235294117
Harding,Nitrates,2012,425,790500.0,1860.0
Harding,Nitrates,2013,425,883750.0,2079.4117647058824
Harding,Nitrates,2014,425,686000.0,1614.1176470588234
Harding,Nitrates,2015,425,695000.0,1635.2941176470588
Harding,Nitrates,2016,425,741499.9999999999,1744.705882352941
Harding,Uranium,2004,362,1712.2600000000002,4.73
Harding,Uranium,2005,487,2435.0,5.0
Harding,Uranium,2009,125,625.0,5.0
Harding,Uranium,2011,300,1200.0,4.0
